26,45
25,42
27,43
29,41
28,42
30,42
29,41
28,42
25,45
28,42
29,41
27,42
27,42
27,40
27,40
29,41
29,42
25,45
28,41
29,42
28,45
30,43
25,41
27,44
28,44
26,41
29,42
29,40
26,42
28,42
29,43
26,43
29,43
29,45
26,43
29,45
27,41
27,45
27,43
27,40
27,44
29,45
30,44
27,40
28,41
29,45
25,43
27,44
26,45
29,44
26,45
27,43
27,42
29,42
27,41
25,43
29,44
29,40
27,44
27,41
28,43
25,41
28,42
25,43
28,41
29,40
30,43
27,40
27,42
27,41
25,44
25,41
30,42
26,40
28,45
28,44
29,40
25,44
30,44
25,45
28,45
27,41
25,40
29,40
25,42
25,42
28,43
26,43
30,43
25,44
30,43
28,42
30,40
30,42
30,40
25,40
26,44
30,45
29,41
25,45
30,42
29,45
25,44
27,45
26,43
29,42
30,41
28,41
30,44
27,41
29,40
28,43
26,41
26,44
27,45
29,41
29,45
29,41
28,42
29,40
30,41
29,40
26,41
27,41
29,43
26,45
30,45
27,44
30,42
27,41
27,45
28,41
26,45
28,41
30,43
25,40
26,42
28,44
30,44
27,43
29,44
26,43
25,45
27,41
30,40
29,43
30,43
28,43
27,41
30,43
28,40
27,40
30,43
29,41
30,41
29,41
26,44
29,41
26,45
26,40
25,45
27,43
26,45
27,45
26,45
27,42
28,41
28,41
30,44
28,42
30,41
26,44
29,44
30,45
28,40
28,40
27,40
25,40
27,45
26,42
27,43
27,42
27,41
25,41
27,40
30,42
26,44
27,42
27,40
28,44
29,45
29,43
28,43
26,43
27,45
29,43
27,44
27,44
29,41
28,40
28,41
27,45
26,44
30,42
29,40
25,44
29,40
29,40
30,42
26,40
25,41
28,42
26,45
29,44
30,44
26,40
25,40
26,43
30,40
29,42
29,40
25,41
30,42
26,45
28,44
28,44
26,41
26,45
25,41
27,42
27,45
30,42
29,42
25,44
30,40
25,41
26,43
25,45
26,43
30,41
29,41
25,45
27,42
27,44
27,44
25,44
29,44
28,44
26,43
28,43
27,41
26,45
29,40
30,45
27,42
25,44
30,40
27,41
26,41
25,41
27,45
25,42
28,45
25,42
28,41
28,43
29,42
27,43
27,45
25,41
30,44
30,40
29,41
27,41
30,43
30,45
26,42
25,40
28,41
28,42
30,42
30,42
28,43
30,41
25,44
26,43
27,41
27,43
25,45
29,40
27,40
26,41
30,41
29,43
28,43
25,40
27,44
27,45
28,42
29,43
29,42
27,43
26,45
29,40
29,41
25,42
30,45
28,44
26,41
28,45
25,40
29,43
28,41
26,41
28,40
27,42
26,44
27,41
28,45
25,42
27,41
30,41
25,43
28,41
28,41
25,44
28,45
25,43
26,43
29,42
28,43
27,42
25,45
28,45
30,45
30,42
30,44
29,41
30,41
30,43
29,43
28,45
29,45
30,42
26,42
29,43
27,41
26,44
29,43
30,42
26,41
25,43
28,45
26,40
27,43
30,43
27,40
27,40
29,41
27,44
29,44
28,45
26,40
28,43
26,40
25,40
27,41
28,44
28,43
27,40
30,44
29,42
25,44
27,45
29,41
30,40
25,44
28,43
28,44
29,40
29,42
30,45
26,43
26,42
25,44
27,45
26,41
25,44
27,45
26,40
30,44
28,45
27,43
28,41
28,44
25,41
26,45
30,40
25,43
26,41
26,43
28,44
26,41
26,42
27,43
30,43
30,41
30,44
27,42
30,44
28,44
30,44
30,42
27,44
26,43
27,43
25,43
26,41
30,43
28,40
29,41
28,43
27,42
25,42
25,44
25,40
25,41
29,45
28,45
26,40
25,43
27,43
25,40
25,43
29,41
26,42
25,43
28,45
30,43
25,45
26,44
30,44
27,41
29,45
27,41
30,42
27,42
26,43
29,43
30,40
25,44
30,45
27,45
29,44
28,42
29,44
28,43
29,42
28,44
25,40
30,45
26,43
29,42
30,44
25,43
27,40
30,41
28,40
26,41
30,43
25,43
26,41
28,45
28,43
28,42
26,43
28,40
25,44
27,43
27,44
25,40
28,40
28,44
27,43
27,41
28,44
26,45
29,43
25,41
29,44
25,44
27,41
28,40
28,40
28,43
25,45
30,42
25,40
28,41
29,44
