35,55
33,60
49,58
46,52
30,59
37,51
39,56
50,59
36,53
39,51
31,56
39,51
40,57
47,56
40,52
31,51
31,50
32,53
33,56
32,50
40,50
50,56
37,55
33,55
49,59
40,52
49,50
44,50
31,58
39,55
47,56
35,60
40,59
39,59
37,57
40,50
32,58
38,52
33,53
30,50
36,55
46,56
37,60
31,51
46,55
43,59
43,56
41,54
40,59
48,56
32,59
49,57
45,53
32,50
48,59
38,53
39,50
44,58
31,57
50,57
38,53
37,57
43,55
30,51
48,59
32,52
47,59
50,51
31,58
47,57
41,50
33,58
37,60
31,56
49,51
45,51
38,58
34,50
30,57
35,53
38,60
30,52
31,52
43,60
31,59
49,54
43,53
41,57
44,54
34,57
34,55
45,53
43,59
32,55
31,59
35,53
40,57
38,58
36,60
34,56
31,51
47,50
42,55
44,50
34,60
44,50
50,54
43,53
35,55
31,54
44,59
50,51
36,58
31,54
42,50
37,50
42,52
32,59
49,55
40,53
35,56
41,54
38,50
33,55
48,53
41,57
43,53
38,57
46,55
41,53
36,58
37,60
34,57
39,56
49,54
31,59
42,60
39,60
31,58
30,53
43,60
50,60
50,53
40,58
32,57
35,54
43,54
33,58
47,53
49,60
40,55
41,56
46,59
40,54
46,59
42,50
46,54
31,51
42,50
49,52
42,54
32,59
30,55
38,59
46,59
50,59
38,58
42,60
42,51
35,53
50,58
36,55
40,58
42,57
33,50
35,52
44,55
43,53
34,57
31,57
49,54
43,52
39,51
50,60
46,60
47,51
34,59
34,56
47,53
42,56
36,52
38,56
36,53
45,57
38,55
30,51
50,50
47,56
45,58
47,60
47,58
43,60
35,53
49,52
49,59
48,59
48,60
45,57
34,53
50,53
44,55
36,57
43,54
43,52
41,50
33,56
32,59
31,60
42,55
42,55
37,51
33,50
43,51
38,58
41,60
50,60
35,52
50,56
42,57
40,56
45,53
30,57
39,58
33,56
46,55
50,52
47,51
45,53
47,54
41,56
46,51
39,57
41,51
49,52
37,51
35,53
33,53
34,60
50,60
32,59
48,59
34,57
34,51
43,50
47,53
42,57
39,59
42,53
38,57
30,51
33,52
39,60
39,54
40,57
48,53
36,50
37,58
40,54
47,53
43,50
38,58
46,53
36,60
45,53
42,57
44,51
42,52
37,53
34,50
45,59
44,60
42,58
34,56
35,60
41,60
43,60
42,56
42,52
31,57
31,59
39,56
30,58
37,60
43,58
38,58
31,57
50,50
47,60
43,58
40,58
35,59
46,58
45,52
41,52
48,59
39,54
42,57
35,51
39,50
34,55
34,57
35,60
49,56
38,55
44,52
39,57
31,58
32,58
39,51
34,53
41,57
40,57
50,58
38,50
33,52
43,60
46,51
41,50
33,52
38,57
37,56
44,57
50,50
41,51
32,53
40,60
50,59
37,59
33,53
37,55
44,53
49,53
33,60
42,50
35,59
34,60
43,56
48,58
36,51
50,58
37,56
46,55
41,58
31,53
30,59
30,57
47,57
41,56
41,59
44,60
49,56
44,53
50,58
36,60
45,51
47,57
45,54
30,52
44,60
48,56
31,58
50,53
31,50
42,57
35,55
31,57
34,60
36,59
44,50
49,55
49,55
47,60
34,53
32,59
38,51
30,53
46,60
36,57
41,55
46,60
34,52
41,56
49,59
32,50
40,59
35,52
33,52
47,60
49,52
41,54
40,50
36,53
34,51
46,52
50,55
35,59
30,58
30,59
36,51
48,55
30,54
46,51
48,58
35,55
43,60
33,50
37,56
34,53
31,53
44,54
50,56
45,52
48,51
38,60
46,50
42,60
45,57
50,53
30,50
42,52
50,60
43,52
38,55
33,56
36,59
39,52
32,50
31,55
48,52
31,52
36,55
49,58
50,50
34,54
33,53
34,51
31,54
42,55
34,59
34,54
38,51
50,51
49,57
38,55
34,59
47,60
49,55
45,53
46,60
33,57
33,57
37,53
37,60
33,60
50,59
42,52
33,52
33,51
40,53
42,53
44,50
48,59
35,50
31,54
49,59
34,53
32,56
50,58
39,57
47,54
40,50
48,59
50,54
45,56
43,59
34,60
50,54
30,60
43,52
49,55
39,51
48,56
37,56
49,52
47,58
40,59
40,55
40,54
36,55
47,52
